"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","module"
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","11/285","166/18722",4.91016482218208e-05,0.0274232705318869,0.0256362289663401,"E2F1/EXOSC5/TRAF2/APEX1/DHX34/FXR2/KHSRP/TENT5B/HNRNPA0/RBM10/TAF15",11,"Module_7"
"GO:0006887","GO:0006887","exocytosis","16/285","352/18722",0.000105693385721814,0.0439635948893142,0.0410987005891719,"AP1G1/PAK1/RAB31/CORO1A/GAB2/GIT1/RAB27B/RAB3GAP1/RALA/SLC4A8/DTNBP1/PDCD6IP/RAB10/RAB8A/TXLNA/VAMP3",16,"Module_7"
"GO:0009895","GO:0009895","negative regulation of catabolic process","15/285","320/18722",0.000123702429059381,0.0439635948893142,0.0410987005891719,"E2F1/MAD2L2/TRAF2/DHX34/GIT1/SCFD1/SNRNP70/TENT5B/CCAR2/GSK3A/HNRNPA0/RBM10/SGTA/STAT3/TAF15",15,"Module_7"
"GO:0001956","GO:0001956","positive regulation of neurotransmitter secretion","4/285","18/18722",0.00013596022472084,0.0439635948893142,0.0410987005891719,"RAB3GAP1/SLC4A8/DTNBP1/GPER1",4,"Module_7"
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","7/285","75/18722",0.000144314993668295,0.0439635948893142,0.0410987005891719,"E2F1/TRAF2/DHX34/TENT5B/HNRNPA0/RBM10/TAF15",7,"Module_7"
"GO:0043488","GO:0043488","regulation of mRNA stability","10/285","158/18722",0.000157596070108823,0.0440087025778887,0.0411408688284084,"E2F1/EXOSC5/TRAF2/APEX1/FXR2/KHSRP/TENT5B/HNRNPA0/RBM10/TAF15",10,"Module_7"
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","13/285","262/18722",0.000200409563008329,0.0478090577025876,0.0446935732374942,"E2F1/TRAF2/DHX34/SCFD1/SNRNP70/TENT5B/CCAR2/GSK3A/HNRNPA0/RBM10/SGTA/STAT3/TAF15",13,"Module_7"
"GO:0048255","GO:0048255","mRNA stabilization","6/285","56/18722",0.000202361515513431,0.0478090577025876,0.0446935732374942,"E2F1/TRAF2/TENT5B/HNRNPA0/RBM10/TAF15",6,"Module_7"
"GO:0006402","GO:0006402","mRNA catabolic process","12/285","232/18722",0.000239935696026303,0.0478090577025876,0.0446935732374942,"E2F1/EXOSC5/TRAF2/APEX1/DHX34/FXR2/KHSRP/TENT5B/EDC4/HNRNPA0/RBM10/TAF15",12,"Module_7"
"GO:0050684","GO:0050684","regulation of mRNA processing","9/285","137/18722",0.000253498049688715,0.0478090577025876,0.0446935732374942,"PRPF19/SAFB/CDK11B/FXR2/SAFB2/SNRNP70/RBM10/SFSWAP/U2AF2",9,"Module_7"
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","9/285","137/18722",0.000253498049688715,0.0478090577025876,0.0446935732374942,"GREM1/MAD2L2/UBAC2/WWTR1/AMER1/CHD8/GSK3A/INVS/RUVBL2",9,"Module_7"
"GO:0017157","GO:0017157","regulation of exocytosis","11/285","202/18722",0.000279593566213549,0.0478090577025876,0.0446935732374942,"AP1G1/GAB2/GIT1/RAB27B/RAB3GAP1/RALA/SLC4A8/DTNBP1/PDCD6IP/RAB10/RAB8A",11,"Module_7"
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","10/285","170/18722",0.000285342033438303,0.0478090577025876,0.0446935732374942,"GREM1/MAD2L2/UBAC2/WWTR1/AMER1/C12orf43/CHD8/GSK3A/INVS/RUVBL2",10,"Module_7"
"GO:0043487","GO:0043487","regulation of RNA stability","10/285","170/18722",0.000285342033438303,0.0478090577025876,0.0446935732374942,"E2F1/EXOSC5/TRAF2/APEX1/FXR2/KHSRP/TENT5B/HNRNPA0/RBM10/TAF15",10,"Module_7"
"GO:0007059","GO:0007059","chromosome segregation","122/1935","346/18722",2.90873068497934e-36,1.64866855224629e-32,1.4803908275658e-32,"ANAPC1/AURKB/BIRC5/BRCA1/BUB1/BUB1B/BUB3/CCNB1/CDC20/CDC6/CDCA2/CDCA5/CDCA8/CENPE/CENPF/CENPH/CENPK/CENPN/CENPW/CEP85/CIAO2A/CTCF/DDX11/DDX12P/DLGAP5/DSCC1/ECT2/EME2/ESCO2/ESPL1/FAM83D/FANCD2/FBXO5/FEN1/GEN1/HASPIN/HJURP/HNRNPU/INCENP/KIF14/KIF18A/KIF18B/KIF22/KIF23/KIF2C/KIF4A/KIF4B/KIFC1/KNL1/KNSTRN/KPNB1/MAD2L1/MIS18A/MKI67/MLH1/MRE11/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC1/NDC80/NDE1/NEK2/NEK6/NUF2/NUP43/NUP62/PLK1/PRC1/PSMC3IP/PSRC1/PTTG1/PTTG3P/RACGAP1/RAD18/RAD21/RAD51C/RCC1/RCC2/SGO1/SGO2/SKA1/SKA2/SKA3/SLC25A5/SMC2/SMC3/SMC4/SPAG5/SPC24/SPC25/TACC3/TOP2A/TOP3A/TPR/TRIP13/TTK/TTL/UBE2C/UBE2I/XRCC3/ZW10/ZWILCH/ZWINT/BECN1/CDK5RAP2/CENPC/CENPQ/EME1/KMT5A/MAU2/NUP37/RAN/SFPQ/CDC23/CSNK2A2/NR3C1/NSMCE2/PINX1/TOP1",122,"Module_2"
"GO:0140014","GO:0140014","mitotic nuclear division","106/1935","287/18722",1.17984635327693e-33,3.34368456518682e-30,3.00239848320735e-30,"ANAPC1/ANLN/AURKA/AURKB/BORA/BUB1/BUB1B/BUB3/CCNB1/CDC20/CDC25C/CDC6/CDCA2/CDCA5/CDCA8/CENPE/CENPF/CENPK/CEP85/CEP97/CHEK1/DLGAP5/DSCC1/ESPL1/FBXO5/GEN1/HASPIN/HNRNPU/INCENP/KIF11/KIF14/KIF15/KIF18A/KIF18B/KIF20B/KIF22/KIF23/KIF2A/KIF2C/KIF4A/KIF4B/KIFC1/KNSTRN/KPNB1/MAD2L1/MKI67/MTBP/MYBL2/MZT1/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NDE1/NEK2/NEK6/NUF2/NUP62/PDGFRB/PKMYT1/PLK1/PRC1/PSRC1/PTTG1/PTTG3P/RACGAP1/RAD21/RANBP1/RCC1/SGO1/SGO2/SMC2/SMC3/SMC4/SPAG5/TACC3/TPR/TPX2/TRIP13/TTK/UBE2C/UBE2I/UBE2S/XRCC3/ZW10/ZWILCH/ZWINT/BCCIP/BECN1/CDK5RAP2/CDKN1B/CENPC/CHEK2/CUL9/HSPA1B/KMT5A/LSM14A/MAU2/PHIP/RAN/CDC23/KIF3B/NSMCE2/PINX1",106,"Module_2"
"GO:0000819","GO:0000819","sister chromatid segregation","83/1935","202/18722",2.01390478744842e-30,2.85370308381441e-27,2.56242885455608e-27,"ANAPC1/AURKB/BUB1/BUB1B/BUB3/CCNB1/CDC20/CDC6/CDCA5/CDCA8/CENPE/CENPF/CENPK/CTCF/DDX11/DDX12P/DLGAP5/DSCC1/ESCO2/ESPL1/FBXO5/FEN1/GEN1/HASPIN/HNRNPU/INCENP/KIF14/KIF18A/KIF18B/KIF22/KIF23/KIF2C/KIF4A/KIF4B/KIFC1/KNSTRN/KPNB1/MAD2L1/MRE11/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NEK2/NEK6/NUF2/NUP62/PLK1/PRC1/PSRC1/PTTG1/PTTG3P/RACGAP1/RAD21/RAD51C/SGO1/SGO2/SMC2/SMC3/SMC4/SPAG5/TACC3/TOP2A/TPR/TRIP13/TTK/UBE2C/XRCC3/ZW10/ZWILCH/ZWINT/BECN1/CDK5RAP2/CENPC/KMT5A/MAU2/RAN/SFPQ/CDC23/NSMCE2/PINX1",83,"Module_2"
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","74/1935","168/18722",1.31020697217013e-29,1.48525062365206e-26,1.33365278114581e-26,"ANAPC1/AURKB/BUB1/BUB1B/BUB3/CCNB1/CDC20/CDC6/CDCA5/CDCA8/CENPE/CENPF/CENPK/DLGAP5/DSCC1/ESPL1/FBXO5/GEN1/HASPIN/HNRNPU/INCENP/KIF14/KIF18A/KIF18B/KIF22/KIF23/KIF2C/KIF4A/KIF4B/KIFC1/KNSTRN/KPNB1/MAD2L1/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NEK2/NEK6/NUF2/NUP62/PLK1/PRC1/PSRC1/PTTG1/PTTG3P/RACGAP1/RAD21/SGO1/SGO2/SMC2/SMC3/SMC4/SPAG5/TACC3/TPR/TRIP13/TTK/UBE2C/XRCC3/ZW10/ZWILCH/ZWINT/BECN1/CDK5RAP2/CENPC/KMT5A/MAU2/RAN/CDC23/NSMCE2/PINX1",74,"Module_2"
"GO:0048285","GO:0048285","organelle fission","137/1935","488/18722",8.54227489173322e-29,8.06960234772398e-26,7.24594721079476e-26,"ANAPC1/ANLN/ASPM/AURKA/AURKB/BORA/BUB1/BUB1B/BUB3/CCNB1/CCNB2/CDC20/CDC25C/CDC6/CDCA2/CDCA5/CDCA8/CENPE/CENPF/CENPK/CEP85/CEP97/CHEK1/CKS2/DLGAP5/DSCC1/EME2/ESPL1/FANCD2/FBXO5/GEN1/HASPIN/HNRNPU/HSPA2/INCENP/KIF11/KIF14/KIF15/KIF18A/KIF18B/KIF20B/KIF22/KIF23/KIF2A/KIF2C/KIF4A/KIF4B/KIFC1/KNSTRN/KPNB1/MAD2L1/MKI67/MLH1/MRE11/MTBP/MTFR2/MYBL2/MZT1/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC1/NDC80/NDE1/NEK2/NEK6/NUF2/NUP62/PDGFRB/PEX11B/PGAM5/PKMYT1/PLK1/PRC1/PSMC3IP/PSRC1/PTTG1/PTTG3P/RACGAP1/RAD21/RAD51AP1/RAD51C/RAD54L/RANBP1/RCC1/SGO1/SGO2/SMC2/SMC3/SMC4/SPAG5/STAT2/TACC3/TOP2A/TPR/TPX2/TRIP13/TTK/UBE2C/UBE2I/UBE2S/XRCC3/ZW10/ZWILCH/ZWINT/BCCIP/BECN1/CDK5RAP2/CDKN1B/CENPC/CHEK2/CUL9/EME1/HSPA1B/KMT5A/LSM14A/MARCHF5/MAU2/MCU/MIEF1/MND1/PEX19/PHIP/PPARG/RAD1/RAD51/RAD54B/RAN/RPS6KA2/TMCC1/CDC23/KIF3B/MTFR1/NSMCE2/PINX1",137,"Module_2"
"GO:0000280","GO:0000280","nuclear division","126/1935","439/18722",1.56862645614791e-27,1.27013925049234e-24,1.14049758127446e-24,"ANAPC1/ANLN/ASPM/AURKA/AURKB/BORA/BUB1/BUB1B/BUB3/CCNB1/CCNB2/CDC20/CDC25C/CDC6/CDCA2/CDCA5/CDCA8/CENPE/CENPF/CENPK/CEP85/CEP97/CHEK1/CKS2/DLGAP5/DSCC1/EME2/ESPL1/FANCD2/FBXO5/GEN1/HASPIN/HNRNPU/HSPA2/INCENP/KIF11/KIF14/KIF15/KIF18A/KIF18B/KIF20B/KIF22/KIF23/KIF2A/KIF2C/KIF4A/KIF4B/KIFC1/KNSTRN/KPNB1/MAD2L1/MKI67/MLH1/MRE11/MTBP/MYBL2/MZT1/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC1/NDC80/NDE1/NEK2/NEK6/NUF2/NUP62/PDGFRB/PKMYT1/PLK1/PRC1/PSMC3IP/PSRC1/PTTG1/PTTG3P/RACGAP1/RAD21/RAD51AP1/RAD51C/RAD54L/RANBP1/RCC1/SGO1/SGO2/SMC2/SMC3/SMC4/SPAG5/TACC3/TOP2A/TPR/TPX2/TRIP13/TTK/UBE2C/UBE2I/UBE2S/XRCC3/ZW10/ZWILCH/ZWINT/BCCIP/BECN1/CDK5RAP2/CDKN1B/CENPC/CHEK2/CUL9/EME1/HSPA1B/KMT5A/LSM14A/MAU2/MND1/PHIP/RAD1/RAD51/RAD54B/RAN/RPS6KA2/CDC23/KIF3B/NSMCE2/PINX1",126,"Module_2"
"GO:0098813","GO:0098813","nuclear chromosome segregation","95/1935","281/18722",7.57260645119455e-27,5.36519167067134e-24,4.81757265677969e-24,"ANAPC1/AURKB/BUB1/BUB1B/BUB3/CCNB1/CDC20/CDC6/CDCA5/CDCA8/CENPE/CENPF/CENPK/CTCF/DDX11/DDX12P/DLGAP5/DSCC1/ECT2/EME2/ESCO2/ESPL1/FAM83D/FANCD2/FBXO5/FEN1/GEN1/HASPIN/HNRNPU/INCENP/KIF14/KIF18A/KIF18B/KIF22/KIF23/KIF2C/KIF4A/KIF4B/KIFC1/KNL1/KNSTRN/KPNB1/MAD2L1/MLH1/MRE11/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC1/NDC80/NEK2/NEK6/NUF2/NUP62/PLK1/PRC1/PSMC3IP/PSRC1/PTTG1/PTTG3P/RACGAP1/RAD21/RAD51C/RCC2/SGO1/SGO2/SMC2/SMC3/SMC4/SPAG5/TACC3/TOP2A/TPR/TRIP13/TTK/TTL/UBE2C/XRCC3/ZW10/ZWILCH/ZWINT/BECN1/CDK5RAP2/CENPC/CENPQ/EME1/KMT5A/MAU2/RAN/SFPQ/CDC23/NSMCE2/PINX1",95,"Module_2"
"GO:0071103","GO:0071103","DNA conformation change","95/1935","290/18722",1.12794119247625e-25,7.10352297661708e-23,6.37847446271656e-23,"ANP32B/ASF1B/BLM/CCNB1/CDCA5/CDK1/CENPP/CENPV/CENPW/CHAF1A/CTCF/DDX11/DDX12P/DHX9/DNAJC9/DSCC1/ERCC3/ERCC6L/H1-4/H2AX/H2BC9/H3-3B/H3-5/H3C13/H3C14/H3C15/H4C14/H4C15/H4C5/H4C8/HAT1/HELLS/HJURP/HMGB1/HMGB2/HNRNPA2B1/INCENP/ITGB3BP/LIN54/MCM4/MCM7/MCM8/MIS18A/MRE11/NAP1L4/NASP/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NPM1/PLK1/POLQ/RAD54L/RFC2/RFC3/RFC4/RFC5/RPA1/SIRT1/SMC2/SMC4/SOX9/SUV39H1/TOP2A/TOP3A/XRCC5/H1-5/H2BC11/H2BC19P/H2BC21/H2BC8/H3-3A/H3C10/H3C6/HMGB3/KAT6A/KMT5A/RAD51/RAD54B/RAD54L2/SART3/TSPYL1/TWNK/XRCC6/GTF2F2/H1-0/H2BC18/PIF1/TOP1/TSPY26P/TSPYL4/WRNIP1/ZRANB3",95,"Module_2"
"GO:0007051","GO:0007051","spindle organization","72/1935","184/18722",5.26940368673012e-25,2.98669800963863e-22,2.68184913950949e-22,"ASPM/AURKA/AURKB/BORA/CCNB1/CCNB2/CDC20/CENPE/CENPH/CEP120/CEP97/CKAP5/DLGAP5/ESPL1/FBXO5/GPSM2/HAUS1/HAUS2/HAUS3/HAUS6/HNRNPU/INCENP/KIF11/KIF15/KIF23/KIF2A/KIF4A/KIF4B/KIFC1/KNSTRN/KPNB1/LIMK2/MLH1/MYBL2/MZT1/NDC80/NEK2/NEK6/NUF2/NUP62/PCNT/PLK1/PRC1/PSRC1/RACGAP1/RCC1/RNF4/SMC3/SPAG5/SPC25/STMN1/TACC3/TPR/TPX2/TTK/TUBGCP4/WDR62/AUNIP/BCCIP/CENPJ/CEP72/CHEK2/HAUS8/HSPA1B/INTS13/LSM14A/MAPRE1/RAE1/RAN/TRIM36/KIF3B/STARD9",72,"Module_2"
"GO:0033044","GO:0033044","regulation of chromosome organization","70/1935","187/18722",5.09494567323234e-23,2.40651267299007e-20,2.16088266053319e-20,"ANAPC1/ATF7IP/AURKB/BUB1/BUB1B/BUB3/CCNB1/CCT2/CCT5/CCT6A/CCT8/CDC6/CDCA5/CENPE/CENPF/CENPV/CTCF/DDX11/DKC1/DLGAP5/DNMT1/ESPL1/EXOSC10/FBXO5/FEN1/GEN1/H3-5/HNRNPA1/HNRNPA2B1/HNRNPD/HNRNPU/MAD2L1/MRE11/MYC/NDC80/NEK2/NEK6/PARP1/PLK1/PTTG1/PTTG3P/RAD21/RNF4/SETMAR/TACC3/TERF2IP/TOP2A/TPR/TRIP13/TTK/UBE2C/XRCC3/XRCC5/ZW10/ZWILCH/ZWINT/BECN1/CCT4/CDK5RAP2/GNL3/GNL3L/HNRNPC/SFPQ/CDC23/FBXO4/HMBOX1/NSMCE2/PIF1/PINX1/PPP1R10",70,"Module_2"
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","58/1935","147/18722",1.30724334005683e-20,5.69958096264779e-18,5.11783121390671e-18,"AURKA/AURKB/BORA/CCNB1/CDC20/CENPA/CENPE/CENPH/CEP97/CKAP5/DLGAP5/ESPL1/GPSM2/HNRNPU/KIF11/KIF15/KIF23/KIF2A/KIF4A/KIF4B/KIFC1/KPNB1/MAD2L1/MYBL2/MZT1/NDC80/NDE1/NEK2/NEK6/NUF2/NUP62/PCNT/PLK1/PRC1/PSRC1/RACGAP1/RCC1/SAPCD2/SMC3/SPC25/STMN1/TACC3/TPR/TPX2/TTK/WDR62/ZW10/BCCIP/CDK5RAP2/CHEK2/HSPA1B/INTS13/LSM14A/RAE1/RAN/SPRY1/SPRY2/KIF3B",58,"Module_2"
"GO:0071824","GO:0071824","protein-DNA complex subunit organization","75/1935","241/18722",4.57320207969281e-19,1.85149352769278e-16,1.66251368836953e-16,"ANP32B/ANP32E/ASF1B/ATF7IP/CDC45/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPN/CENPO/CENPP/CENPV/CENPW/CHAF1A/CTCF/DLGAP5/DNAJC9/GMNN/H1-4/H2AX/H2BC9/H3-3B/H3-5/H3C13/H3C14/H3C15/H4C14/H4C15/H4C5/H4C8/HAT1/HELLS/HJURP/HMGB1/HMGB2/ITGB3BP/LIN54/MIS18A/MYC/NAP1L4/NASP/NPM1/POLE3/POLR1E/RAD51C/RNF4/SMARCC1/SOX9/SUPT16H/CENPC/GTF2A2/H1-5/H2BC11/H2BC19P/H2BC21/H2BC8/H3-3A/H3C10/H3C6/KAT6A/PSMC6/RAD51/SART3/SMARCD1/TAF11/TSPYL1/H1-0/H2BC18/TAF8/TBP/TSPY26P/TSPYL4",75,"Module_2"
"GO:0000075","GO:0000075","cell cycle checkpoint","60/1935","169/18722",1.31528787549511e-18,4.97003445220418e-16,4.46274868632902e-16,"AURKB/BLM/BRCA1/BUB1/BUB1B/BUB3/CCNB1/CDC45/CDC5L/CDC6/CDK1/CENPF/CHEK1/CLSPN/CRY1/DONSON/EME2/FANCD2/FOXO4/GEN1/GTSE1/H2AX/INTS7/MAD2L1/MDC1/MRE11/NDC80/ORC1/PLK1/PRKDC/RFWD3/RHNO1/RNASEH2B/RPA2/SETMAR/TICRR/TIMELESS/TOPBP1/TPR/TRIP13/TTK/USP28/XRCC3/ZW10/ZWILCH/ZWINT/CDK5RAP2/CDKN1B/CHEK2/EME1/RAD1/THOC1/THOC5/UIMC1/FBXO4/GIGYF2/MUC1/PPP1R10/TIPRL/TRIAP1",60,"Module_2"
"GO:0007052","GO:0007052","mitotic spindle organization","49/1935","120/18722",2.29371057943866e-18,8.12546972766145e-16,7.29611227078021e-16,"AURKA/AURKB/BORA/CCNB1/CDC20/CENPE/CENPH/CEP97/CKAP5/DLGAP5/GPSM2/HNRNPU/KIF11/KIF15/KIF23/KIF2A/KIF4A/KIF4B/KIFC1/KPNB1/MYBL2/MZT1/NDC80/NEK2/NEK6/NUF2/NUP62/PCNT/PLK1/PRC1/PSRC1/RACGAP1/RCC1/SMC3/SPC25/STMN1/TACC3/TPR/TPX2/TTK/WDR62/BCCIP/CHEK2/HSPA1B/INTS13/LSM14A/RAE1/RAN/KIF3B",49,"Module_2"
"GO:0065004","GO:0065004","protein-DNA complex assembly","66/1935","201/18722",2.75907752969279e-18,9.19908908135219e-16,8.26014851768708e-16,"ANP32B/ASF1B/ATF7IP/CDC45/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPN/CENPO/CENPP/CENPV/CENPW/CHAF1A/DLGAP5/DNAJC9/GMNN/H1-4/H2AX/H2BC9/H3-3B/H3-5/H3C13/H3C14/H3C15/H4C14/H4C15/H4C5/H4C8/HAT1/HELLS/HJURP/HMGB1/HMGB2/ITGB3BP/MIS18A/NAP1L4/NASP/NPM1/POLR1E/RAD51C/RNF4/SOX9/CENPC/GTF2A2/H1-5/H2BC11/H2BC19P/H2BC21/H2BC8/H3-3A/H3C10/H3C6/KAT6A/PSMC6/RAD51/SART3/TAF11/TSPYL1/H1-0/H2BC18/TBP/TSPY26P/TSPYL4",66,"Module_2"
"GO:0008380","GO:0008380","RNA splicing","106/1935","434/18722",1.30575412949316e-17,4.1116746699818e-15,3.69200071116927e-15,"BUD13/CDC5L/CWF19L1/DDX39A/DHX15/DHX9/EIF4A3/GEMIN6/HNRNPA1/HNRNPA1L2/HNRNPA2B1/HNRNPM/HNRNPR/HNRNPU/KDM1A/KHDRBS3/LSM2/LSM3/LSM5/MAGOHB/METTL16/NCL/NPM1/PLRG1/PNN/PPP2CA/PSIP1/RBM14/RBM17/RBM38/RBM6/RBMX/RBMXL1/SF3A3/SNRNP40/SNRPA1/SNRPD1/SNRPD3/SNRPE/SNRPG/SRRM1/SRSF3/TCERG1/THOC3/TTF2/USP39/USP49/WBP11/AHNAK2/CLK2/COIL/CWC27/CWF19L2/GEMIN2/GPATCH1/HNRNPA3/HNRNPC/HNRNPH3/HSPA8/HTATSF1/KHDC4/LSM6/LUC7L/MAGOH/METTL4/NONO/NRDE2/NUP98/PHF5A/PPIG/PPIH/PPIL1/PPIL3/PRPF38B/RAVER2/RBM28/RNPS1/RTRAF/SART3/SF3B3/SFPQ/SNRNP200/SNRPB2/SREK1/SRSF11/SRSF4/TARDBP/THOC1/THOC5/CELF1/CLNS1A/CLP1/EFTUD2/LUC7L3/MPHOSPH10/PRPF3/RBM22/RBM8A/RP9/SMN1/SMN2/SNIP1/SNRPF/THOC7/TSEN2/WDR83",106,"Module_2"
"GO:0006310","GO:0006310","DNA recombination","84/1935","305/18722",1.60665408306203e-17,4.79290281199769e-15,4.30369667124927e-15,"ACTL6A/AP5Z1/BLM/BRCA1/CDC45/CHEK1/DCLRE1C/EME2/EXD2/EXO1/EXOSC3/FANCB/FANCD2/FEN1/GEN1/GINS2/GINS4/H1-4/H2AX/HMGB1/HMGB2/HROB/HSPD1/INO80C/KDM1A/KLHL15/KPNA2/MCM4/MCM7/MCM8/MLH1/MRE11/NSD2/NUCKS1/PARP1/PARPBP/POLQ/PRKDC/PSMC3IP/RAD21/RAD51AP1/RAD51C/RAD54L/RADX/RFWD3/RHNO1/RPA1/RPA2/RPA3/SAMHD1/STAT6/TERF2IP/TIMELESS/TOP2A/TPRKB/TRIP13/UCHL5/UNG/XRCC3/XRCC5/AUNIP/EME1/H1-5/HMGB3/LIG3/MND1/NONO/NSMCE3/POLB/PSMD14/RAD51/RAD54B/RPAIN/SFPQ/THOC1/UBE2N/WRAP53/XRCC2/XRCC6/H1-0/NSMCE2/PIF1/XRCC4/ZRANB3",84,"Module_2"
